"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 09 16:19:45 COT 2025","Wed Jul 09 16:20:00 COT 2025","15525","","Comprar un producto como usuario registrado en Saucedemo","","Comprar un producto como usuario registrado en Saucedemo","Seleccionar un producto válido","Seleccionar un producto válido",""
